Nome da campanha,Nome do grupo de campanhas,Status da campanha,Custo,Cliques,CTR
[PRIMEIRA CAMPANHA][PESQUISA][ABRIL-25] Voo de Balão em Aquidauana,,Ativado,"R$ 1.988,83",2.260,"3,41%"
